Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
I1,22/08/15,Lazio,Bologna,2,1,H,2,1,H,21,9,9,4,18,8,10,3,2,1,0,0,1.5,4.2,7,1.5,3.8,7,1.5,4,6.1,1.44,4.33,7.5,1.48,4.52,8.27,1.5,4,7,1.45,4.5,8,40,1.51,1.46,4.52,4.27,8.27,7.39,38,1.94,1.84,2.01,1.94,25,-1.25,2.12,2.04,1.86,1.8
I1,22/08/15,Verona,Roma,1,1,D,0,0,D,12,21,7,8,9,11,3,7,2,1,0,0,5.5,3.75,1.67,5,3.6,1.7,4.5,3.5,1.75,5.25,3.75,1.67,5.35,3.87,1.74,5,3.5,1.73,5.5,3.7,1.75,41,6,5.18,4,3.7,1.75,1.69,39,1.98,1.89,1.98,1.9,26,0.75,2.01,1.95,1.94,1.88
I1,23/08/15,Empoli,Chievo,1,3,A,1,0,H,15,12,5,3,15,19,8,5,1,2,0,0,2.15,3.25,3.6,2.2,3.1,3.4,2.3,3.2,3,2.1,3.2,3.75,2.2,3.28,3.83,2.2,3.1,3.5,2.2,3.13,4,41,2.3,2.15,3.4,3.19,4,3.57,36,2.5,2.35,1.63,1.57,26,-0.25,1.91,1.85,2.07,1.99
I1,23/08/15,Fiorentina,Milan,2,0,H,1,0,H,13,8,7,0,18,16,4,5,3,2,0,1,2.15,3.4,3.5,2.2,3.1,3.4,2.3,3.3,2.9,2.15,3.4,3.4,2.19,3.44,3.66,2.2,3.1,3.5,2.15,3.4,3.75,41,2.3,2.14,3.5,3.33,3.8,3.46,39,1.99,1.91,1.97,1.88,26,-0.25,1.88,1.83,2.08,2.01
I1,23/08/15,Frosinone,Torino,1,2,A,1,0,H,13,26,3,7,10,11,3,12,2,2,0,0,3.5,3.25,2.2,3.4,3.1,2.2,2.9,3.3,2.3,3.4,3.2,2.2,3.79,3.32,2.2,3.4,3.1,2.25,3.75,3.13,2.25,41,3.79,3.51,3.4,3.2,2.3,2.17,36,2.48,2.34,1.62,1.57,26,0.25,2.07,1.98,1.9,1.86
I1,23/08/15,Inter,Atalanta,1,0,H,0,0,D,21,4,7,0,14,12,9,1,2,2,0,1,1.45,4.33,7.5,1.5,4,6.5,1.5,4,6.1,1.44,4.33,7.5,1.5,4.39,8.01,1.5,4,7,1.45,4.4,8,41,1.53,1.47,4.5,4.22,8.01,7.27,39,1.9,1.81,2.04,1.97,26,-1.25,2.15,2.08,1.83,1.78
I1,23/08/15,Juventus,Udinese,0,1,A,0,0,D,21,6,5,2,14,22,10,2,1,3,0,0,1.29,5.5,11,1.3,5,10,1.3,5,9,1.29,5.25,11,1.31,5.72,12.11,1.3,5,11,1.25,5.75,13,41,1.31,1.27,6,5.49,13,11.62,38,1.81,1.73,2.16,2.07,27,-1.5,1.92,1.85,2.05,1.99
I1,23/08/15,Palermo,Genoa,1,0,H,0,0,D,19,11,6,3,10,13,5,6,1,1,0,0,2.2,3.4,3.3,2.25,3.1,3.3,2.3,3.3,2.9,2.25,3.3,3.2,2.22,3.41,3.61,2.25,3.1,3.4,2.25,3.25,3.7,41,2.3,2.19,3.45,3.28,3.7,3.37,37,2.2,2.08,1.79,1.73,26,-0.25,1.93,1.88,2.04,1.96
I1,23/08/15,Sampdoria,Carpi,5,2,H,5,1,H,10,24,7,7,15,16,4,8,1,3,1,0,1.8,3.5,4.75,1.75,3.3,5,1.8,3.5,4.2,1.73,3.6,5,1.83,3.6,5.1,1.8,3.3,5,1.8,3.5,5.5,41,1.83,1.78,3.65,3.47,5.5,4.82,38,2.19,2.12,1.77,1.7,26,-0.75,2.09,2.01,1.88,1.83
I1,23/08/15,Sassuolo,Napoli,2,1,H,1,1,D,16,15,6,3,13,21,5,1,4,2,0,0,4.33,3.75,1.8,4.5,3.4,1.8,4,3.45,1.85,4.5,3.5,1.8,5.11,3.69,1.81,4.5,3.4,1.83,5.2,3.6,1.8,41,5.2,4.6,3.8,3.56,1.85,1.79,39,2.05,1.96,1.92,1.84,26,0.75,1.89,1.83,2.08,2.01
I1,29/08/15,Bologna,Sassuolo,0,1,A,0,0,D,6,9,2,2,15,13,11,5,3,1,0,0,2.25,3.3,3.3,2.3,3,3.3,2.3,3.2,3,2.25,3.25,3.25,2.25,3.38,3.59,2.25,3,3.5,2.3,3.2,3.6,36,2.38,2.21,3.38,3.21,3.59,3.35,34,2.33,2.22,1.7,1.63,23,-0.25,1.94,1.89,2.01,1.95
I1,29/08/15,Milan,Empoli,2,1,H,1,1,D,6,18,4,3,20,16,6,5,0,2,0,0,1.5,4.2,7,1.5,4.1,6.25,1.45,4,7,1.44,4.33,7.5,1.52,4.43,7.31,1.53,4,6.5,1.5,4.3,8,36,1.57,1.49,4.43,4.12,8,6.81,35,1.96,1.85,2,1.92,24,-1,1.93,1.86,2.03,1.98
I1,30/08/15,Atalanta,Frosinone,2,0,H,1,0,H,25,14,11,4,9,13,9,2,1,4,0,0,1.75,3.5,5.25,1.75,3.4,5,1.8,3.5,4.2,1.75,3.5,5,1.77,3.7,5.43,1.8,3.3,5,1.75,3.6,5.5,36,1.8,1.74,3.7,3.5,5.5,4.99,34,2.26,2.16,1.72,1.67,22,-0.75,2.02,1.96,1.94,1.88
I1,30/08/15,Carpi,Inter,1,2,A,0,1,A,10,12,5,5,11,17,2,6,3,4,0,0,4.5,3.5,1.85,4.2,3.4,1.85,4.5,3.5,1.75,5.25,3.6,1.7,4.87,3.62,1.85,4.75,3.6,1.75,5,3.5,1.85,36,5.25,4.6,3.75,3.47,1.85,1.8,34,2.12,2.02,1.85,1.76,24,0.5,2.1,2.03,1.86,1.81
I1,30/08/15,Chievo,Lazio,4,0,H,3,0,H,8,13,5,2,11,14,2,8,0,1,0,0,3.4,3.3,2.2,3.25,3.2,2.2,3.1,3.2,2.25,3.6,3.25,2.1,3.65,3.31,2.25,3.6,3,2.25,3.8,3.13,2.25,35,3.8,3.44,3.35,3.19,2.25,2.17,32,2.35,2.23,1.7,1.62,22,0.5,1.75,1.7,2.25,2.18
I1,30/08/15,Genoa,Verona,2,0,H,0,0,D,20,12,6,2,19,13,4,4,2,2,0,0,2,3.5,3.8,2.05,3.3,3.6,2,3.3,3.6,1.95,3.5,3.8,2.05,3.55,3.99,2.1,3.1,3.8,2.05,3.4,4.2,36,2.1,2.02,3.55,3.39,4.2,3.7,35,2.02,1.95,1.91,1.83,24,-0.5,2.08,2.01,1.89,1.83
I1,30/08/15,Napoli,Sampdoria,2,2,D,2,0,H,27,9,7,4,9,8,4,1,0,2,0,0,1.44,4.5,7.5,1.5,4.1,6.25,1.55,3.9,5.6,1.44,4.33,7,1.48,4.58,7.84,1.5,4,7,1.44,4.5,9,36,1.55,1.45,4.58,4.34,9,7.15,34,1.77,1.7,2.23,2.11,22,-1.25,2.07,2,1.89,1.84
I1,30/08/15,Roma,Juventus,2,1,H,0,0,D,18,10,7,2,15,16,6,6,3,2,0,2,2.6,3.2,2.8,2.65,3.3,2.85,2.6,3.2,2.6,2.6,3.2,2.8,2.69,3.27,2.92,2.7,2.9,2.9,2.7,3.1,3,36,2.75,2.61,3.27,3.11,3,2.8,32,2.4,2.29,1.65,1.6,23,0,1.91,1.85,2.05,1.98
I1,30/08/15,Torino,Fiorentina,3,1,H,0,1,A,10,9,6,5,15,10,4,2,2,3,0,0,2.5,3.2,3,2.6,3,2.85,2.6,3.2,2.6,2.62,3.2,2.75,2.56,3.35,3.02,2.62,3,2.88,2.63,3.2,3,36,2.7,2.53,3.35,3.16,3.02,2.84,34,2.31,2.17,1.71,1.66,23,0,1.86,1.81,2.14,2.02
I1,30/08/15,Udinese,Palermo,0,1,A,0,1,A,25,5,7,1,16,15,10,0,4,2,0,1,2.15,3.3,3.6,2.15,3.2,3.4,2.1,3.3,3.3,2.05,3.3,3.75,2.17,3.4,3.77,2.2,3.1,3.5,2.2,3.2,3.9,36,2.25,2.12,3.4,3.23,3.9,3.53,32,2.31,2.19,1.73,1.64,23,-0.25,1.88,1.83,2.08,2.01
I1,12/09/15,Fiorentina,Genoa,1,0,H,0,0,D,11,12,3,1,19,21,4,2,2,4,1,0,1.67,3.75,5.5,1.67,3.7,5,1.65,3.6,5.1,1.62,3.6,5.5,1.67,4,5.82,1.67,3.8,5,1.65,3.9,6.25,36,1.7,1.65,4,3.78,6.25,5.47,33,1.92,1.87,2.04,1.93,24,-1,2.23,2.17,1.76,1.71
I1,12/09/15,Frosinone,Roma,0,2,A,0,1,A,18,20,5,3,16,15,3,8,4,3,0,0,9.5,4.75,1.36,8,4.5,1.42,7,4,1.45,8.5,4.2,1.4,9.76,4.7,1.42,8,4.5,1.4,10,4.75,1.4,35,9.76,8.97,4.85,4.53,1.44,1.38,32,1.9,1.81,2.06,1.98,23,1.5,1.76,1.71,2.23,2.17
I1,12/09/15,Juventus,Chievo,1,1,D,0,1,A,26,6,7,3,21,20,5,3,3,5,0,0,1.4,4.5,9,1.4,4.5,9,1.4,4.4,7.3,1.36,4.5,10,1.38,4.9,10.62,1.4,4.4,8.5,1.36,4.8,11.5,36,1.4,1.36,5,4.71,11,9.56,33,2.01,1.95,1.91,1.85,24,-1.25,1.93,1.86,2.05,1.99
I1,13/09/15,Empoli,Napoli,2,2,D,2,1,H,16,17,3,4,12,14,5,5,2,4,0,0,5,3.6,1.75,4.4,3.7,1.8,4.2,3.5,1.8,4.33,3.5,1.8,4.67,3.75,1.85,4.2,3.75,1.8,5,3.7,1.8,36,5,4.54,3.75,3.58,1.85,1.8,33,1.91,1.83,2.02,1.97,24,0.5,2.12,2.05,1.86,1.79
I1,13/09/15,Inter,Milan,1,0,H,0,0,D,16,19,4,3,19,16,6,7,2,3,0,0,2.2,3.3,3.4,2.25,3.3,3.4,2.5,3.3,2.65,2.15,3.1,3.5,2.19,3.41,3.71,2.2,3.3,3.3,2.25,3.3,3.6,36,2.3,2.18,3.41,3.25,3.71,3.48,32,2.15,2.05,1.83,1.75,24,-0.25,1.9,1.86,2.06,1.98
I1,13/09/15,Lazio,Udinese,2,0,H,0,0,D,14,10,8,4,17,13,6,4,0,1,0,0,1.62,3.75,6,1.62,3.75,5.5,1.65,3.6,5.1,1.57,3.6,6.5,1.6,3.99,6.94,1.6,4,5.5,1.62,4,6.25,36,1.63,1.59,4,3.83,6.94,6.17,33,2.07,1.99,1.89,1.8,25,-1,2.13,2.04,1.86,1.81
I1,13/09/15,Palermo,Carpi,2,2,D,1,1,D,13,9,6,2,16,18,3,3,3,3,0,0,1.53,4,7,1.55,3.9,6,1.5,4,6.1,1.55,3.6,6.5,1.58,4.02,7.1,1.6,3.8,6,1.55,4.1,7.5,36,1.61,1.55,4.2,3.9,7.5,6.56,33,2.1,1.98,1.89,1.82,26,-1,2.03,1.97,1.92,1.87
I1,13/09/15,Sassuolo,Atalanta,2,2,D,2,2,D,10,10,9,4,21,19,4,2,3,4,1,1,2.2,3.3,3.4,2.2,3.1,3.4,2.2,3.2,3.2,2.15,3,3.5,2.23,3.31,3.7,2.25,3.1,3.4,2.25,3.2,3.75,36,2.25,2.18,3.35,3.21,3.78,3.49,31,2.3,2.2,1.7,1.66,24,-0.25,1.92,1.88,2.03,1.97
I1,13/09/15,Verona,Torino,2,2,D,0,0,D,12,10,3,5,17,20,3,3,5,2,0,0,3.2,3.3,2.3,3,3.2,2.35,2.75,3.3,2.4,3,3.1,2.38,3.1,3.39,2.48,2.9,3.4,2.38,3.3,3.3,2.4,36,3.3,3.05,3.4,3.25,2.48,2.38,33,2.05,1.97,1.89,1.82,24,0.25,1.87,1.83,2.11,2.02
I1,14/09/15,Sampdoria,Bologna,2,0,H,0,0,D,12,9,4,2,11,16,2,5,1,3,0,1,1.83,3.6,4.5,1.83,3.25,4.6,1.8,3.5,4.2,1.8,3.3,4.5,1.85,3.64,4.84,1.83,3.5,4.4,1.83,3.5,5.25,36,1.86,1.82,3.64,3.49,5.2,4.58,32,2.18,2.07,1.8,1.74,25,-0.5,1.85,1.82,2.09,2.03
