FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
0,0,0,0,2.0,3.0,3.5,2.0,3.0,3.7,2.0,2.8,3.6,2.0,2.875,3.6,2.0,3.0,3.5,2.0,3.0,3.5,2.1,2.87,3.3,1.95,1.75,1.83,1.83,1.9,1.9,-0.25,1.9,1.95,-0.25,1.9,2.0,-0.25
2,0,2,0,1.5,3.4,6.5,1.45,3.7,7.0,1.5,3.5,5.4,1.444,3.5,7.0,1.5,3.4,6.5,1.5,3.4,6.5,1.44,3.6,6.5,1.75,1.95,1.8,1.9,1.95,1.85,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25
3,0,1,0,1.14,6.0,13.0,1.18,5.25,14.0,1.2,4.8,11.0,1.167,5.0,13.0,1.17,5.5,13.0,1.16,5.5,13.0,1.14,6.0,12.0,1.65,2.05,1.66,2.1,1.9,1.9,-1.75,1.9,1.95,-1.75,1.85,2.05,-1.75
4,1,0,0,1.33,4.2,8.0,1.32,4.35,8.82,1.33,4.0,7.5,1.286,4.333,9.0,1.3,4.33,8.5,1.3,4.33,8.5,1.28,4.33,8.5,1.75,1.95,1.75,1.95,1.9,1.9,-1.25,1.9,1.95,-1.25,1.975,1.925,-1.25
0,0,0,0,3.0,3.0,2.25,3.15,3.05,2.2,2.8,2.9,2.3,3.0,2.875,2.25,2.88,2.88,2.38,3.0,2.87,2.3,3.2,2.8,2.2,1.95,1.75,1.9,1.8,1.9,1.9,0.25,1.95,1.9,0.25,1.85,2.05,0.25
2,2,1,1,1.9,2.9,4.0,1.85,3.15,4.1,1.8,2.9,4.2,1.8330000000000002,3.0,4.0,1.83,3.0,4.33,1.83,3.0,4.2,1.9,2.87,4.0,1.85,1.85,1.8,1.9,1.85,1.95,-0.5,1.85,2.0,-0.5,1.925,1.975,-0.5
1,1,1,1,2.1,3.0,3.25,2.05,3.0,3.45,1.9,2.9,3.8,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.5,2.1,2.8,3.4,,,1.95,1.75,1.8,2.0,-0.25,1.8,2.05,-0.25,1.85,2.05,-0.25
2,0,0,0,2.25,3.0,3.0,2.25,3.1,3.0,2.2,2.8,3.1,2.25,2.875,3.0,2.25,3.0,3.0,2.25,2.87,3.1,2.25,2.75,3.2,,,1.9,1.8,1.85,1.95,-0.25,1.85,2.0,-0.25,1.95,1.95,-0.25
1,2,0,1,2.25,3.0,3.0,2.3,3.0,3.0,2.3,2.8,2.9,2.1,3.2,3.0,2.25,3.0,3.0,2.3,2.87,3.0,2.3,2.9,2.9,1.95,1.75,2.0,1.72,1.9,1.9,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25
6,0,2,0,1.33,4.0,9.0,1.3,4.25,10.0,1.3,4.0,8.5,1.25,4.5,10.0,1.3,4.0,10.0,1.3,4.0,10.0,1.25,4.5,10.0,1.71,2.0,1.75,2.05,1.95,1.85,-1.5,2.1,1.75,-1.5,2.05,1.85,-1.5
0,2,0,1,5.0,3.2,1.66,5.15,3.3,1.65,4.2,3.2,1.7,5.0,3.25,1.62,4.33,3.25,1.73,4.33,3.25,1.73,4.5,3.1,1.72,1.95,1.75,1.9,1.9,1.9,1.9,0.75,1.95,1.9,0.75,1.925,1.975,0.75
1,1,0,1,2.5,3.0,2.62,2.8,2.9,2.48,2.5,2.8,2.7,2.62,2.88,2.5,2.5,2.88,2.7,2.5,2.88,2.7,2.5,2.8,2.75,1.95,1.75,1.95,1.85,1.9,1.9,0.0,1.9,1.95,0.0,1.925,1.975,0.0
0,4,0,3,4.33,3.0,1.8,4.25,3.05,1.85,3.6,3.1,1.85,4.33,3.0,1.8,4.2,3.0,1.83,4.2,3.0,1.83,3.75,3.0,1.9,1.75,1.95,1.9,1.9,1.95,1.85,0.5,1.95,1.9,0.5,2.0,1.9,0.5
0,2,0,1,4.0,3.1,1.83,4.0,3.2,1.85,3.3,3.0,2.0,3.75,3.0,1.91,3.6,3.0,2.0,3.6,3.0,2.0,3.6,2.87,2.0,1.79,1.9,1.85,1.95,1.95,1.85,0.5,1.8,2.05,0.5,1.85,2.05,0.5
1,0,0,0,4.33,3.0,1.8,3.8,3.05,1.95,3.8,3.1,1.8,3.4,3.0,2.0,4.0,2.9,1.91,4.0,2.9,1.91,3.75,3.0,1.9,1.75,1.95,1.95,1.85,1.85,1.95,0.5,1.9,1.95,0.5,1.95,1.95,0.5
3,1,1,0,1.4,3.6,8.0,1.45,3.6,7.5,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.71,2.0,1.7,2.1,1.95,1.85,-1.25,1.95,1.9,-1.25,1.95,1.95,-1.25
0,0,0,0,2.37,3.0,2.75,2.4,2.95,2.85,2.4,2.8,2.8,2.38,3.0,2.75,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.9,2.62,1.85,1.85,1.95,1.85,2.08,1.75,-0.25,2.1,1.75,-0.25,1.85,2.05,0.0
1,1,1,0,1.8,3.0,4.33,1.73,3.15,4.8,1.65,3.1,4.8,1.67,3.25,4.5,1.73,3.0,5.0,1.73,3.0,5.0,1.66,3.1,5.0,1.79,1.9,1.95,1.85,1.95,1.85,-0.75,1.95,1.9,-0.75,2.1,1.8,-0.75
1,3,0,1,1.8,3.0,4.33,1.75,3.25,4.5,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.1,4.33,1.73,3.1,4.75,1.72,3.1,4.5,1.85,1.85,1.95,1.85,1.85,1.95,-0.75,1.95,1.9,-0.75,1.8,2.1,-0.5
3,0,2,0,3.25,3.0,2.1,3.1,3.0,2.2,3.2,2.9,2.1,2.88,2.8,2.38,3.25,3.25,2.0,3.25,3.0,2.1,3.3,2.87,2.1,1.95,1.75,2.0,1.8,1.85,1.95,0.25,1.9,1.95,0.25,1.975,1.925,0.25
1,2,0,0,2.3,3.0,2.87,2.5,2.7,3.0,2.3,2.7,3.0,2.25,2.88,3.0,2.3,2.88,3.0,2.3,2.88,3.0,2.25,2.8,3.1,1.85,1.85,1.85,1.95,2.08,1.75,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
2,0,1,0,1.25,4.5,11.0,1.2,5.35,12.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.0,9.0,1.25,5.0,9.0,1.22,5.0,9.5,1.65,2.05,1.8,2.0,1.9,1.9,-1.75,2.0,1.85,-1.75,2.075,1.825,-1.75
3,1,0,0,1.72,3.2,4.5,1.78,3.15,4.5,1.75,3.1,4.2,1.73,2.88,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,3.1,4.5,1.95,1.75,2.0,1.8,1.78,2.04,-0.5,1.8,2.05,-0.5,1.875,2.025,-0.5
1,1,1,1,1.9,3.1,3.75,1.9,3.1,3.85,1.9,2.9,3.8,1.8,3.0,4.33,1.8,3.2,4.0,1.8,3.2,4.0,1.9,2.87,4.0,1.75,1.95,1.85,1.95,1.95,1.85,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5
0,0,0,0,2.0,3.0,3.5,2.02,2.95,3.7,1.9,3.0,3.6,2.2,2.8,3.2,2.1,2.88,3.4,2.1,2.88,3.4,2.1,2.8,3.4,2.05,1.65,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25
3,1,2,0,1.16,5.5,13.0,1.18,5.5,13.5,1.17,5.2,12.0,1.2,5.0,11.0,1.17,5.5,13.0,1.17,5.5,13.0,1.16,5.5,12.0,1.5,2.35,1.65,2.2,1.77,2.05,-1.75,1.8,2.05,-1.75,1.775,2.125,-1.75
2,0,0,0,1.44,3.75,6.5,1.4,3.8,8.0,1.5,3.5,5.4,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7.0,1.71,2.0,1.95,1.85,1.95,1.85,-1.25,1.95,1.9,-1.25,2.1,1.8,-1.25
0,1,0,0,6.0,3.25,1.57,6.0,3.33,1.57,4.6,3.4,1.6,6.0,3.4,1.5,6.0,3.2,1.57,6.0,3.2,1.57,5.5,3.3,1.57,1.9,1.79,2.0,1.8,1.91,1.9,1.0,1.85,2.0,1.0,1.9,2.0,1.0
2,0,2,0,2.75,3.0,2.37,2.95,2.95,2.35,2.8,2.8,2.4,2.8,2.875,2.375,2.88,2.88,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,1.95,1.85,1.85,1.95,0.25,1.95,1.9,0.25,1.9,2.0,0.25
3,2,2,0,1.61,3.0,6.0,1.6,3.15,6.25,1.65,3.2,4.6,1.6669999999999998,2.875,5.5,1.57,3.2,6.0,1.57,3.2,6.0,1.61,3.1,5.5,2.0,1.71,2.0,1.8,2.0,1.8,-1.0,2.0,1.85,-1.0,2.075,1.825,-1.0
0,3,0,0,4.33,3.0,1.8,4.5,3.25,1.75,4.0,3.2,1.75,4.5,3.25,1.6669999999999998,4.5,3.1,1.75,4.5,3.1,1.75,4.0,3.0,1.83,1.79,1.9,1.85,1.95,1.8,2.0,0.75,1.9,1.95,0.75,1.8,2.1,0.75
2,1,1,0,1.28,4.5,9.0,1.3,4.5,9.0,1.3,4.0,8.5,1.286,4.333,9.0,1.3,4.33,9.0,1.3,4.33,9.0,1.22,5.0,9.5,1.65,2.05,1.75,2.05,1.95,1.85,-1.5,2.05,1.8,-1.5,2.025,1.875,-1.5
1,2,0,0,3.1,3.0,2.2,3.0,3.0,2.3,3.2,2.9,2.1,2.75,3.0,2.375,3.1,3.0,2.2,3.1,3.0,2.2,3.1,2.8,2.25,1.9,1.79,1.9,1.9,2.06,1.75,0.0,2.1,1.75,0.0,2.15,1.75,0.0
1,1,0,0,1.9,2.9,4.0,1.95,2.85,4.25,1.9,2.8,4.0,2.0,2.8,3.75,2.0,2.88,3.75,2.0,2.87,3.75,1.83,2.87,4.33,1.9,1.79,2.05,1.75,1.95,1.85,-0.5,1.95,1.9,-0.5,2.0,1.9,-0.5
2,1,1,1,1.83,2.87,4.5,1.83,3.0,4.5,1.8,2.8,4.4,1.7269999999999999,2.875,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,3.1,4.5,1.79,1.9,2.05,1.75,1.83,1.97,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5
1,0,0,0,1.66,3.0,5.5,1.6,3.15,6.25,1.65,3.2,4.6,1.615,3.25,5.0,1.67,3.1,5.25,1.66,3.1,5.25,1.66,3.1,5.0,1.75,1.95,2.0,1.8,1.9,1.9,-0.75,1.85,2.0,-0.75,1.9,2.0,-0.75
3,3,1,1,2.5,2.75,2.875,2.4,2.8,2.95,2.4,2.6,3.0,2.5,2.75,2.75,2.38,2.8,3.0,2.37,2.8,3.0,2.6,2.62,2.8,1.95,1.75,2.1,1.7,2.0,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25
1,0,1,0,1.615,3.2,5.5,1.6,3.1,6.0,1.6,3.1,5.2,1.571,3.25,5.5,1.57,3.2,6.0,1.57,3.2,6.0,1.57,3.1,6.0,1.9,1.79,1.95,1.85,1.85,1.95,-0.75,1.85,2.0,-0.75,1.85,2.05,-0.75
0,1,0,0,5.0,3.2,1.6669999999999998,4.75,3.05,1.75,4.4,3.1,1.7,4.333,3.0,1.8,4.75,3.2,1.7,4.75,3.2,1.7,4.5,3.1,1.72,1.85,1.85,2.0,1.8,1.9,1.9,0.75,1.9,1.95,0.75,1.95,1.95,0.75
0,2,0,2,4.0,2.9,1.909,4.2,3.0,1.85,3.8,3.1,1.8,4.0,2.875,1.909,4.0,3.1,1.85,4.0,3.1,1.85,4.0,3.0,1.83,1.71,2.0,1.85,1.95,1.85,1.95,0.5,1.9,1.95,0.5,1.85,2.05,0.5
2,0,2,0,1.8,3.0,4.333,1.8,2.9,4.75,1.75,2.8,4.8,1.8,2.875,4.5,1.73,3.1,4.75,1.72,3.1,4.75,1.8,2.9,4.5,1.9,1.79,1.9,1.9,1.8,2.0,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5
4,0,2,0,1.615,3.2,5.5,1.57,3.25,6.0,1.6,3.3,4.8,1.5330000000000001,3.25,6.0,1.57,3.2,6.0,1.57,3.2,6.0,1.53,3.25,6.0,1.71,2.0,1.75,2.05,1.7,2.1,-0.75,1.75,2.1,-0.75,1.8,2.1,-0.75
0,0,0,0,2.25,3.0,3.0,2.4,2.8,3.0,2.4,2.7,2.9,2.375,2.75,3.0,2.3,2.88,3.0,2.3,2.87,3.0,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.0,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
1,0,1,0,1.2,5.0,12.0,1.2,5.0,13.0,1.22,4.6,10.0,1.2,5.0,11.0,1.2,5.0,12.0,1.2,5.0,12.0,1.16,5.5,12.0,1.6,2.15,1.75,2.05,2.0,1.8,-1.75,2.05,1.8,-1.75,2.1,1.8,-1.75
0,2,0,2,7.0,3.6,1.444,7.25,3.65,1.45,5.0,3.4,1.55,7.0,3.75,1.4,6.0,3.5,1.5,6.0,3.5,1.5,6.5,3.6,1.44,1.75,1.95,2.0,1.8,1.9,1.95,1.0,1.95,1.9,1.0,1.875,2.025,1.0
1,2,0,1,1.444,3.6,7.0,1.45,3.65,7.25,1.5,3.4,5.6,1.5,3.2,7.0,1.44,3.6,7.0,1.44,3.6,7.0,1.36,3.75,8.0,1.85,1.85,1.9,1.9,1.95,1.9,-1.0,2.0,1.85,-1.0,2.025,1.875,-1.0
1,0,1,0,1.444,3.6,7.0,1.45,3.65,7.25,1.5,3.4,5.6,1.5,3.25,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.33,3.75,9.0,1.85,1.85,1.9,1.9,1.9,1.95,-1.0,1.85,2.0,-1.0,1.9,2.0,-1.0
2,1,1,1,2.4,3.0,2.75,2.6,2.9,2.65,2.3,2.8,2.9,2.375,3.0,2.75,2.4,3.0,2.75,2.4,3.0,2.75,2.5,2.8,2.75,1.79,1.9,1.9,1.9,1.88,1.96,0.0,1.9,1.95,0.0,1.875,2.025,0.0
1,1,1,0,6.0,3.4,1.5330000000000001,7.0,3.45,1.5,4.8,3.3,1.6,6.5,3.25,1.5,6.0,3.4,1.53,6.0,3.4,1.53,6.0,3.4,1.5,1.75,1.95,1.85,1.95,1.9,1.95,1.0,1.95,1.9,1.0,1.925,1.975,1.0
1,2,0,1,1.36,4.0,7.5,1.35,4.1,8.5,1.35,3.8,7.5,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.28,4.33,8.5,1.79,1.9,1.85,1.95,,,,1.9,1.95,-1.25,1.975,1.925,-1.25
2,2,1,1,2.2,2.75,3.4,2.1,2.8,3.75,2.2,2.6,3.3,2.2,2.6,3.5,2.2,2.75,3.4,2.2,2.75,3.4,2.2,2.62,3.5,1.95,1.75,1.9,1.9,1.85,2.0,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25
1,1,0,1,1.7269999999999999,3.0,5.0,1.75,3.0,5.0,1.75,2.8,4.8,1.6669999999999998,3.2,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,2.87,5.0,2.05,1.65,2.05,1.75,2.05,1.8,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75
0,0,0,0,1.909,2.9,4.0,1.85,2.9,4.65,1.9,2.8,4.0,1.8,2.875,4.5,1.91,2.9,4.0,1.9,2.9,4.0,1.83,2.87,4.33,1.95,1.75,2.05,1.75,1.9,1.95,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5
0,2,0,1,3.0,3.0,2.25,2.9,3.0,2.3,2.8,2.9,2.3,3.0,2.88,2.25,3.1,3.1,2.1,3.1,3.1,2.1,3.1,2.87,2.2,1.95,1.75,,,,,,1.9,1.95,0.25,,,
2,1,1,1,1.61,3.2,5.5,1.65,3.2,5.25,1.6,3.3,4.8,1.67,3.2,5.0,1.67,3.2,5.0,1.67,3.2,5.0,1.53,3.25,6.0,2.0,1.71,,,1.85,2.0,-0.75,1.85,2.0,-0.75,1.875,2.025,-0.75
4,2,2,1,2.0,3.0,3.5,2.2,2.7,3.5,2.2,2.6,3.3,2.0,2.8,3.75,2.1,2.8,3.5,2.1,2.8,3.5,2.0,2.75,3.8,2.0,1.71,,,1.85,2.0,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25
3,1,0,1,1.2,5.0,12.0,1.2,5.5,11.0,1.2,5.0,10.0,1.22,5.0,10.0,1.2,5.25,11.0,1.2,5.25,11.0,1.16,5.5,12.0,1.55,2.25,,,1.95,1.9,-1.5,1.9,1.95,-1.5,1.95,1.95,-1.5
1,0,1,0,1.2,5.0,12.0,1.2,5.5,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.25,11.0,1.2,5.25,11.0,1.2,5.0,11.0,1.5,2.35,,,1.85,2.0,-1.5,1.85,2.0,-1.5,1.8,2.1,-1.5
0,3,0,1,2.25,3.0,3.0,2.3,2.8,3.15,2.2,2.8,3.1,2.25,2.88,3.0,2.25,2.88,3.1,2.25,2.88,3.1,2.3,2.8,3.0,2.15,1.6,,,2.05,1.8,-0.25,2.0,1.85,-0.25,2.0,1.9,-0.25
2,1,0,1,3.5,3.0,2.0,3.25,2.95,2.15,3.2,2.9,2.1,3.4,3.0,2.0,3.25,3.0,2.1,3.25,3.0,2.1,3.8,2.75,2.0,1.9,1.79,,,1.85,2.0,0.25,1.85,2.0,0.25,1.9,2.0,0.25
1,2,1,1,2.2,3.0,3.5,2.0,2.9,3.75,2.0,2.8,3.6,2.0,3.0,3.4,2.1,2.88,3.5,2.05,2.88,3.6,2.1,2.87,3.3,1.95,1.75,,,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25
0,1,0,0,1.9,3.0,4.0,2.0,2.8,4.0,2.1,2.7,3.5,1.91,2.88,4.0,2.0,2.88,3.75,2.0,2.88,3.75,2.0,2.75,3.8,2.0,1.71,,,1.8,2.05,-0.25,,,,1.775,2.125,-0.25
0,0,0,0,2.1,3.0,3.25,2.25,2.95,3.1,2.2,2.9,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,2.87,3.3,1.9,1.79,1.9,1.9,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25
1,0,1,0,,,,3.45,3.15,2.0,3.1,3.0,2.1,3.0,3.2,2.1,3.5,3.2,1.91,3.3,3.2,2.0,3.4,3.0,2.0,1.9,1.79,,,1.85,2.0,0.5,1.8,2.05,0.5,,,
2,0,0,0,1.8,3.0,4.33,1.8,3.1,4.5,1.85,2.9,4.0,1.8,3.2,4.0,1.83,3.0,4.2,1.83,3.0,4.2,1.8,2.9,4.5,2.05,1.65,2.05,1.75,2.0,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75
0,1,0,1,1.5,3.4,6.5,1.55,3.4,6.25,1.5,3.4,5.6,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.4,6.0,1.44,3.5,7.0,1.75,1.95,1.8,2.0,1.95,1.9,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75
1,2,1,1,2.25,3.0,3.0,2.28,2.85,3.15,2.2,2.7,3.2,2.25,2.75,3.2,2.3,2.8,3.1,2.3,2.8,3.1,2.25,2.75,3.2,2.05,1.65,2.1,1.7,2.05,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25
3,1,1,1,1.25,4.5,11.0,1.23,5.0,12.0,1.22,4.8,9.5,1.22,5.0,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.2,5.0,11.0,1.71,2.0,1.75,2.05,1.9,1.95,-1.5,1.95,1.9,-1.5,1.975,1.925,-1.5
0,1,0,1,5.5,3.0,1.66,4.85,3.15,1.72,4.0,3.2,1.75,5.0,3.25,1.62,4.75,3.1,1.73,4.75,3.1,1.73,5.5,2.9,1.66,1.79,1.9,1.85,1.95,2.05,1.8,0.5,2.0,1.85,0.5,2.075,1.825,0.5
1,2,0,1,4.2,3.1,1.9,4.25,3.1,1.85,3.6,3.0,1.9,4.0,3.2,1.8,3.75,3.1,1.91,3.75,3.1,1.91,4.2,3.0,1.8,1.9,1.79,1.95,1.85,2.0,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5
4,0,2,0,1.9,2.9,4.0,2.0,2.85,4.0,2.0,2.7,3.8,1.8,3.2,4.0,2.0,2.88,3.75,2.0,2.88,3.75,1.9,3.0,3.75,2.0,1.71,2.15,1.66,2.0,1.85,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5
1,1,0,1,2.87,3.2,2.2,3.1,3.0,2.2,2.7,3.0,2.3,2.88,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.2,2.8,2.2,2.0,1.71,2.05,1.75,1.85,2.0,0.25,1.9,1.95,0.25,1.9,2.0,0.25
1,1,1,0,2.25,3.1,2.87,2.3,2.9,3.0,2.1,2.9,3.2,2.25,3.0,2.88,2.25,3.0,3.0,2.25,3.0,3.0,2.37,2.9,2.8,1.95,1.75,2.0,1.8,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25
0,0,0,0,2.62,3.1,2.4,2.75,3.0,2.4,2.7,2.8,2.5,2.62,2.88,2.5,2.62,3.1,2.4,2.62,3.1,2.4,2.9,2.9,2.3,2.05,1.65,2.05,1.75,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25
